algorithm,dataset,repetition,quality,supp+,time
SD,alon-pn-width-2_nominal,1,13.2,0.7,0.198
SD,alon-pn-width-2_nominal,2,13.2,0.7,0.16
SD,alon-pn-width-2_nominal,3,13.2,0.7,0.151
SD,alon-pn-width-2_nominal,4,13.2,0.7,0.149
SD,alon-pn-width-2_nominal,5,13.2,0.7,0.143
SD,alon-pn-width-2_nominal,6,13.2,0.7,0.144
SD,alon-pn-width-2_nominal,7,13.2,0.7,0.143
SD,alon-pn-width-2_nominal,8,13.2,0.7,0.144
SD,alon-pn-width-2_nominal,9,13.2,0.7,0.144
SD,alon-pn-width-2_nominal,10,13.2,0.7,0.143
SSDP+,alon-pn-width-2_nominal,1,15.1,0.775,0.252
SSDP+,alon-pn-width-2_nominal,2,16.1,0.6,0.272
SSDP+,alon-pn-width-2_nominal,3,14.7,0.8,0.185
SSDP+,alon-pn-width-2_nominal,4,17.3,0.475,0.304
SSDP+,alon-pn-width-2_nominal,5,17.2,0.475,0.252
SSDP+,alon-pn-width-2_nominal,6,14.5,0.625,0.157
SSDP+,alon-pn-width-2_nominal,7,17.2,0.475,0.259
SSDP+,alon-pn-width-2_nominal,8,14.8,0.8,0.18
SSDP+,alon-pn-width-2_nominal,9,14.5,0.625,0.146
SSDP+,alon-pn-width-2_nominal,10,16.2,0.625,0.239
SMHDD,alon-pn-width-2_nominal,1,15.1,0.775,0.166
SMHDD,alon-pn-width-2_nominal,2,16.1,0.6,0.121
SMHDD,alon-pn-width-2_nominal,3,14.7,0.8,0.078
SMHDD,alon-pn-width-2_nominal,4,17.3,0.475,0.134
SMHDD,alon-pn-width-2_nominal,5,17.2,0.475,0.119
SMHDD,alon-pn-width-2_nominal,6,14.5,0.625,0.06
SMHDD,alon-pn-width-2_nominal,7,17.2,0.475,0.126
SMHDD,alon-pn-width-2_nominal,8,14.8,0.8,0.074
SMHDD,alon-pn-width-2_nominal,9,14.5,0.625,0.053
SMHDD,alon-pn-width-2_nominal,10,16.2,0.625,0.099
SD,burczynski-pn-width-2_nominal,1,19.4,0.4576271186440678,5.014
SD,burczynski-pn-width-2_nominal,2,19.4,0.4576271186440678,5.033
SD,burczynski-pn-width-2_nominal,3,19.4,0.4576271186440678,5.024
SD,burczynski-pn-width-2_nominal,4,19.4,0.4576271186440678,5.02
SD,burczynski-pn-width-2_nominal,5,19.4,0.4576271186440678,5.027
SD,burczynski-pn-width-2_nominal,6,19.4,0.4576271186440678,5.063
SD,burczynski-pn-width-2_nominal,7,19.4,0.4576271186440678,5.049
SD,burczynski-pn-width-2_nominal,8,19.4,0.4576271186440678,5.056
SD,burczynski-pn-width-2_nominal,9,19.4,0.4576271186440678,5.027
SD,burczynski-pn-width-2_nominal,10,19.4,0.4576271186440678,5.017
SSDP+,burczynski-pn-width-2_nominal,1,34.2,0.9152542372881356,12.865
SSDP+,burczynski-pn-width-2_nominal,2,35.1,0.847457627118644,13.913
SSDP+,burczynski-pn-width-2_nominal,3,31.7,0.5932203389830508,10.443
SSDP+,burczynski-pn-width-2_nominal,4,32.7,0.7627118644067796,11.099
SSDP+,burczynski-pn-width-2_nominal,5,32.3,0.5932203389830508,10.063
SSDP+,burczynski-pn-width-2_nominal,6,32.4,0.5932203389830508,10.26
SSDP+,burczynski-pn-width-2_nominal,7,31.4,0.5932203389830508,6.235
SSDP+,burczynski-pn-width-2_nominal,8,35.6,0.847457627118644,16.696
SSDP+,burczynski-pn-width-2_nominal,9,31.6,0.5932203389830508,6.682
SSDP+,burczynski-pn-width-2_nominal,10,32.5,0.711864406779661,10.24
SMHDD,burczynski-pn-width-2_nominal,1,34.2,0.9152542372881356,3.531
SMHDD,burczynski-pn-width-2_nominal,2,35.1,0.847457627118644,3.544
SMHDD,burczynski-pn-width-2_nominal,3,31.7,0.5932203389830508,3.078
SMHDD,burczynski-pn-width-2_nominal,4,32.7,0.7627118644067796,3.343
SMHDD,burczynski-pn-width-2_nominal,5,32.3,0.5932203389830508,2.803
SMHDD,burczynski-pn-width-2_nominal,6,32.4,0.5932203389830508,2.674
SMHDD,burczynski-pn-width-2_nominal,7,31.4,0.5932203389830508,1.447
SMHDD,burczynski-pn-width-2_nominal,8,35.6,0.847457627118644,4.219
SMHDD,burczynski-pn-width-2_nominal,9,31.6,0.5932203389830508,1.592
SMHDD,burczynski-pn-width-2_nominal,10,32.5,0.711864406779661,3.018
SD,chiaretti-pn-width-2_nominal,1,36.5,0.527027027027027,2.879
SD,chiaretti-pn-width-2_nominal,2,36.5,0.527027027027027,2.955
SD,chiaretti-pn-width-2_nominal,3,36.5,0.527027027027027,2.947
SD,chiaretti-pn-width-2_nominal,4,36.5,0.527027027027027,2.954
SD,chiaretti-pn-width-2_nominal,5,36.5,0.527027027027027,2.971
SD,chiaretti-pn-width-2_nominal,6,36.5,0.527027027027027,2.962
SD,chiaretti-pn-width-2_nominal,7,36.5,0.527027027027027,2.973
SD,chiaretti-pn-width-2_nominal,8,36.5,0.527027027027027,2.969
SD,chiaretti-pn-width-2_nominal,9,36.5,0.527027027027027,2.96
SD,chiaretti-pn-width-2_nominal,10,36.5,0.527027027027027,2.968
SSDP+,chiaretti-pn-width-2_nominal,1,53.8,0.8513513513513513,11.103
SSDP+,chiaretti-pn-width-2_nominal,2,46.7,0.7432432432432432,7.478
SSDP+,chiaretti-pn-width-2_nominal,3,47.0,0.8243243243243243,6.467
SSDP+,chiaretti-pn-width-2_nominal,4,52.5,0.8378378378378378,10.365
SSDP+,chiaretti-pn-width-2_nominal,5,44.1,0.8378378378378378,9.408
SSDP+,chiaretti-pn-width-2_nominal,6,54.1,0.7972972972972973,11.688
SSDP+,chiaretti-pn-width-2_nominal,7,48.3,0.7162162162162162,7.965
SSDP+,chiaretti-pn-width-2_nominal,8,47.0,0.7162162162162162,7.517
SSDP+,chiaretti-pn-width-2_nominal,9,46.4,0.7162162162162162,7.3
