algorithm,dataset,repetition,quality,supp+,time
SD,alon-pn-width-8_nominal,1,17.8,0.8,0.834
SD,alon-pn-width-8_nominal,2,17.8,0.8,0.763
SD,alon-pn-width-8_nominal,3,17.8,0.8,0.742
SD,alon-pn-width-8_nominal,4,17.8,0.8,0.742
SD,alon-pn-width-8_nominal,5,17.8,0.8,0.741
SD,alon-pn-width-8_nominal,6,17.8,0.8,0.744
SD,alon-pn-width-8_nominal,7,17.8,0.8,0.742
SD,alon-pn-width-8_nominal,8,17.8,0.8,0.741
SD,alon-pn-width-8_nominal,9,17.8,0.8,0.739
SD,alon-pn-width-8_nominal,10,17.8,0.8,0.739
SSDP+,alon-pn-width-8_nominal,1,18.5,0.8,0.829
SSDP+,alon-pn-width-8_nominal,2,18.7,0.85,0.777
SSDP+,alon-pn-width-8_nominal,3,18.4,0.9,0.592
SSDP+,alon-pn-width-8_nominal,4,18.5,0.9,0.834
SSDP+,alon-pn-width-8_nominal,5,18.9,0.9,1.081
SSDP+,alon-pn-width-8_nominal,6,18.8,0.9,0.976
SSDP+,alon-pn-width-8_nominal,7,18.6,0.9,0.851
SSDP+,alon-pn-width-8_nominal,8,18.7,0.9,0.912
SSDP+,alon-pn-width-8_nominal,9,18.3,0.875,0.911
SSDP+,alon-pn-width-8_nominal,10,18.5,0.9,0.747
SMHDD,alon-pn-width-8_nominal,1,18.5,0.8,0.322
SMHDD,alon-pn-width-8_nominal,2,18.7,0.85,0.247
SMHDD,alon-pn-width-8_nominal,3,18.4,0.9,0.174
SMHDD,alon-pn-width-8_nominal,4,18.5,0.9,0.261
SMHDD,alon-pn-width-8_nominal,5,18.9,0.9,0.395
SMHDD,alon-pn-width-8_nominal,6,18.8,0.9,0.334
SMHDD,alon-pn-width-8_nominal,7,18.6,0.9,0.254
SMHDD,alon-pn-width-8_nominal,8,18.7,0.9,0.309
SMHDD,alon-pn-width-8_nominal,9,18.3,0.875,0.303
SMHDD,alon-pn-width-8_nominal,10,18.5,0.9,0.229
SD,burczynski-pn-width-8_nominal,1,23.5,0.576271186440678,16.416
SD,burczynski-pn-width-8_nominal,2,23.5,0.576271186440678,16.447
SD,burczynski-pn-width-8_nominal,3,23.5,0.576271186440678,16.517
SD,burczynski-pn-width-8_nominal,4,23.5,0.576271186440678,16.496
SD,burczynski-pn-width-8_nominal,5,23.5,0.576271186440678,16.516
SD,burczynski-pn-width-8_nominal,6,23.5,0.576271186440678,16.501
SD,burczynski-pn-width-8_nominal,7,23.5,0.576271186440678,16.489
SD,burczynski-pn-width-8_nominal,8,23.5,0.576271186440678,16.514
SD,burczynski-pn-width-8_nominal,9,23.5,0.576271186440678,16.482
SD,burczynski-pn-width-8_nominal,10,23.5,0.576271186440678,16.564
SSDP+,burczynski-pn-width-8_nominal,1,26.8,0.7288135593220338,23.15
SSDP+,burczynski-pn-width-8_nominal,2,21.1,0.711864406779661,12.881
SSDP+,burczynski-pn-width-8_nominal,3,20.6,0.7288135593220338,12.783
SSDP+,burczynski-pn-width-8_nominal,4,27.0,0.7796610169491526,29.013
SSDP+,burczynski-pn-width-8_nominal,5,25.9,0.6779661016949152,23.993
SSDP+,burczynski-pn-width-8_nominal,6,26.7,0.6949152542372882,23.582
SSDP+,burczynski-pn-width-8_nominal,7,21.0,0.711864406779661,12.188
SSDP+,burczynski-pn-width-8_nominal,8,26.9,0.7457627118644068,26.864
SSDP+,burczynski-pn-width-8_nominal,9,27.0,0.7457627118644068,27.452
SSDP+,burczynski-pn-width-8_nominal,10,26.9,0.711864406779661,27.339
SMHDD,burczynski-pn-width-8_nominal,1,26.8,0.7288135593220338,6.343
SMHDD,burczynski-pn-width-8_nominal,2,21.1,0.711864406779661,4.643
SMHDD,burczynski-pn-width-8_nominal,3,20.6,0.7288135593220338,4.257
SMHDD,burczynski-pn-width-8_nominal,4,27.0,0.7796610169491526,9.174
SMHDD,burczynski-pn-width-8_nominal,5,25.9,0.6779661016949152,6.949
SMHDD,burczynski-pn-width-8_nominal,6,26.7,0.6949152542372882,7.265
SMHDD,burczynski-pn-width-8_nominal,7,21.0,0.711864406779661,4.246
SMHDD,burczynski-pn-width-8_nominal,8,26.9,0.7457627118644068,7.438
SMHDD,burczynski-pn-width-8_nominal,9,27.0,0.7457627118644068,8.09
SMHDD,burczynski-pn-width-8_nominal,10,26.9,0.711864406779661,8.886
SD,chiaretti-pn-width-8_nominal,1,30.2,0.5135135135135135,9.524
SD,chiaretti-pn-width-8_nominal,2,30.2,0.5135135135135135,9.617
SD,chiaretti-pn-width-8_nominal,3,30.2,0.5135135135135135,9.59
SD,chiaretti-pn-width-8_nominal,4,30.2,0.5135135135135135,9.605
SD,chiaretti-pn-width-8_nominal,5,30.2,0.5135135135135135,9.608
SD,chiaretti-pn-width-8_nominal,6,30.2,0.5135135135135135,9.605
SD,chiaretti-pn-width-8_nominal,7,30.2,0.5135135135135135,9.581
SD,chiaretti-pn-width-8_nominal,8,30.2,0.5135135135135135,9.61
SD,chiaretti-pn-width-8_nominal,9,30.2,0.5135135135135135,9.6
SD,chiaretti-pn-width-8_nominal,10,30.2,0.5135135135135135,9.586
SSDP+,chiaretti-pn-width-8_nominal,1,31.1,0.8108108108108109,14.193
SSDP+,chiaretti-pn-width-8_nominal,2,31.0,0.8108108108108109,12.412
SSDP+,chiaretti-pn-width-8_nominal,3,31.1,0.7972972972972973,11.583
SSDP+,chiaretti-pn-width-8_nominal,4,31.0,0.8108108108108109,12.899
SSDP+,chiaretti-pn-width-8_nominal,5,31.3,0.7972972972972973,15.048
SSDP+,chiaretti-pn-width-8_nominal,6,31.3,0.7972972972972973,17.59
SSDP+,chiaretti-pn-width-8_nominal,7,31.4,0.8108108108108109,13.488
SSDP+,chiaretti-pn-width-8_nominal,8,30.7,0.8108108108108109,14.275
