algorithm,dataset,repetition,quality,supp+,time
SD,alon-pn-freq-4_nominal,1,0.35026014568158176,0.925,0.374
SD,alon-pn-freq-4_nominal,2,0.35026014568158176,0.925,0.357
SD,alon-pn-freq-4_nominal,3,0.35026014568158176,0.925,0.349
SD,alon-pn-freq-4_nominal,4,0.35026014568158176,0.925,0.351
SD,alon-pn-freq-4_nominal,5,0.35026014568158176,0.925,0.349
SD,alon-pn-freq-4_nominal,6,0.35026014568158176,0.925,0.34
SD,alon-pn-freq-4_nominal,7,0.35026014568158176,0.925,0.35
SD,alon-pn-freq-4_nominal,8,0.35026014568158176,0.925,0.35
SD,alon-pn-freq-4_nominal,9,0.35026014568158176,0.925,0.353
SD,alon-pn-freq-4_nominal,10,0.35026014568158176,0.925,0.352
SSDP+,alon-pn-freq-4_nominal,1,0.35026014568158176,0.925,0.234
SSDP+,alon-pn-freq-4_nominal,2,0.35026014568158176,0.925,0.197
SSDP+,alon-pn-freq-4_nominal,3,0.35026014568158176,0.925,0.191
SSDP+,alon-pn-freq-4_nominal,4,0.35026014568158176,0.925,0.182
SSDP+,alon-pn-freq-4_nominal,5,0.35026014568158176,0.925,0.183
SSDP+,alon-pn-freq-4_nominal,6,0.35026014568158176,0.925,0.181
SSDP+,alon-pn-freq-4_nominal,7,0.35026014568158176,0.925,0.185
SSDP+,alon-pn-freq-4_nominal,8,0.35026014568158176,0.925,0.177
SSDP+,alon-pn-freq-4_nominal,9,0.35026014568158176,0.925,0.173
SSDP+,alon-pn-freq-4_nominal,10,0.35026014568158176,0.925,0.172
SMHDD,alon-pn-freq-4_nominal,1,0.35026014568158176,0.925,0.141
SMHDD,alon-pn-freq-4_nominal,2,0.35026014568158176,0.925,0.061
SMHDD,alon-pn-freq-4_nominal,3,0.35026014568158176,0.925,0.056
SMHDD,alon-pn-freq-4_nominal,4,0.35026014568158176,0.925,0.055
SMHDD,alon-pn-freq-4_nominal,5,0.35026014568158176,0.925,0.054
SMHDD,alon-pn-freq-4_nominal,6,0.35026014568158176,0.925,0.052
SMHDD,alon-pn-freq-4_nominal,7,0.35026014568158176,0.925,0.05
SMHDD,alon-pn-freq-4_nominal,8,0.35026014568158176,0.925,0.052
